id,sha256,source,licence,organe,classe,site,date,annotateur,split,images
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_72.jpg,96bb610d32a937615fb567ca5060bcf77e068b9c18fd4f2651046132d30e97df,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_72.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_73.jpg,31944e3d597b53f81c2d9dff4f79d50a04765a3d03a5dc7720c722c16e43c65f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_73.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_74.jpg,0b94d59344200da6d7f165e950ce4b1495df5ed47e3b8351e0a5f505013159a2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_74.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_75.jpg,b1b0da51028d3d3dcf5479de150bfbaf579a91e2717a7ffbac74dbf84e74d076,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_75.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_8.jpg,9cd1f3a4a1305ac584426dad11a02ddfb30c5dfd0e34f28840dcd3575007f7c9,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_8.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_9.jpg,561044c0b011a7ebb7e86c759ec004572de2d429046fc466d37dc5015b48a24b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Turgro/rtf_9.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_0.jpg,9f6c0cf542c8ac9e5d501a1d641276d4c0e28e63ef9b2b133ccff9ccad0524c7,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_0.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_1.jpg,86332e701353ab7efa44ead8908b5593ac920848cff4acaa3173299e8dfdca90,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_1.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_10.jpg,12878f679f5deaaf26ec099ce30bf4a592cdf1c3b72fac214634f71ac214c841,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_10.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_11.jpg,8caf8cb6995813ef6a2f4231d07348d6a8d28ccbd3897e317ebca9e4183e13f1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_11.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_12.jpg,e14accc5b832b4f217c93be1d1307b4b9348b2d60ce7da02cb8f7c55910bd09e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_12.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_13.jpg,54abfdb6579de7ec0a5115ae851df8f9b44bc46d0b3079cf80ed048136e2e5c6,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_13.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_14.jpg,1b8bb5d931de477da3e7f3484605497f8968ce464f2d041504f8a444b5430ff4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_14.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_15.jpg,24aad26cbf3fa665a3e16384fbc9ba6c6393032a38c47de41fed18ee89e55c7b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_15.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_16.jpg,9380c71560a3f8f74f00f824cceb4531bc6409438c1c078911cc63bfd062490d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_16.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_17.jpg,4b236f3d10dda6566c86c51833ada59531adcbb8e7acd1c0bdc8252f6e55e47c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_17.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_18.jpg,34da5519b4151f83d6044a2dcdd5e93b4a2cd21237d5a21a0eedd43f237e948f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_18.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_19.jpg,cacb234b4516aeafc8f74d635ae868b3c87f9907a9b27519f25cb9c8a894b75d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_19.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_2.jpg,de9241101a2977ee9f0177c7aa917ac9ea5281bdbc4dfba33cd820df9ce9bdd7,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_2.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_20.jpg,f12ec39e3b841cbaf59463922f5b9062735b71c90ba1b010c2241b9eed02fb02,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_20.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_21.jpg,5faf705d5ff1a887f437e1450f396f6206c3fffad9f1962c8bbf5cfec4b24f45,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_21.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_22.jpg,def93c673cca3de2b4752e69642de88745cc6c1ec11614b87abd5b15585aaea1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_22.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_23.jpg,5e8608227cba06ac7a78db3fb4325d38a01c79b5b177772443e5e2ca7e4fa74c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_23.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_24.jpg,dc205ba70f56baf82d08a141b10c44f6839ebc036617ee02fbf9657752fd9926,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_24.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_25.jpg,4ae8a83d01dc9e3c5fa83901e96b1444c19214d42505e5ee48cbe1ab0f321f3e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_25.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_26.jpg,732b5bf83158ab3064ccfa1bb907dbf5ecb8510b6e9fdf66e3e3b03969a39211,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_26.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_27.jpg,533cb88df562b84dbca740f02af95d933ad9637af9b4efb4521ecdedab2833fb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_27.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_28.jpg,b27eedb9b0b7c6334ff74944fa73fe77f1cae4af7f90d22bdb865e7286691324,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_28.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_29.jpg,df74cc7bb35ce17b0b819021f7d5aef57aeab296102243f50bb0c00c2cdc203d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_29.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_3.jpg,a7571ec5eb90daa9eef76a9a71828d118e9e3b61b77cf89eb2b1d661bf03ee7a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_3.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_30.jpg,ec417fded06390fc1ecc8d7e7ef665f152fc23df39a145cded6331111b01e337,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_30.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_31.jpg,b378cb59556074ee84cf38d1b1d492e0afc904d478e66566bb0f22992d6e9777,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_31.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_32.jpg,3730b125394fd6db28aac1b654771fb21ea0eaae1aec6f2089bf1dc5980bde2d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_32.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_33.jpg,18748720e1f3f0a8fa14d7d4e5ad25f14068dccbe4d5ad68e08a09dfde2fb638,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_33.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_34.jpg,f30a5d2353c6a787a59251f53c948d9c97b314397beb942dc427f1dc1383281a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_34.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_35.jpg,67e217571b7f8c97f9956ead30129e9807e9de74672b97d68b11bc66cf202725,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_35.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_36.jpg,3a9bacba265f12c45a4f615acf77fe4c507682e2201d9025bd495f4826db0a90,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_36.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_37.jpg,cbcc571f2e39c4f8946b65330834b6b540697a67598d31cfa9b3480fe0518add,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_37.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_38.jpg,3700a69f89c1bf8aa05344c9457a03d6e922ba955959a25816afcdd713f9808a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_38.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_39.jpg,3a32d17cfe93ba2a24c8ed7a01965e7e197004db8acc5bf0f0855a9b4f11f33a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_39.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_4.jpg,233ace70abfbabe89bb1939f32d53c84dbf6cb46667c02c6472c0d5f38a963b0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_4.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_40.jpg,691bf20861c08fcab9c4375c3d5fb88956203031cda5a517a4238547c59946cf,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_40.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_41.jpg,39c92f744d9f47446363d957a83e592dc4f2e8e4d98d80acaac2a81206eb6605,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_41.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_42.jpg,45125baaa3d7057758389f220e91303dfc3ee473d7d611e13e862933e2866fef,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_42.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_43.jpg,64f7ae224afc081cf1ed5c3e3c3b89710343e758b3683069dbb1bcd494ba7317,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_43.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_44.jpg,9eb7489e6db358474df4e6542c995fda4eafaa79c087c4a854e54b107e741a67,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_44.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_45.jpg,383c8de0d1c2ff2e483f012b34660255f398fa89fcd1ae6bff66b4cd577209f8,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_45.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_46.jpg,26cb3990d01b5160c3a8cb4139bfb226d9e18dd23f692d39f6d0ea477c5026de,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_46.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_47.jpg,009acc9911a949c06100266f5d27be2a6464866f94ee911145199fd871a27219,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_47.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_48.jpg,c16819e36f2fc376404e71dde9cc7b9cf4bd61ea7f95f72e0ea13f604786cc22,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_48.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_49.jpg,9d38bcf56ba5248f431e45e438aaee6a63f2ca13b8c7609c5b2fa10562e7aeea,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_49.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_5.jpg,49b1378876fdd0ea6c28bf1b0d6827ebbb9f6c32bfa38c9e99042c750c7f2d17,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_5.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_50.jpg,4c9bbeba8cf499f5ee530ab83696b4c87d73bf996d9cecd74a796c2aba343705,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_50.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_51.jpg,7a1b64bd6defe432641dc5e232d561fe75a3d2069e4ec402a7a05a12fc5bbd87,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_51.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_52.jpg,53007723ee368055ff1f17657cb851e7772ad1c9a1ae6ddb237a55c162e2aff5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_52.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_53.jpg,2ca57a1c9f80393344cc1f5eb8f733e62eaead2dc7fa9a595b816679f0f6b761,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_53.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_54.jpg,eddeb6f99f6994e429e6e05bfc6ffcac61a39192cb5d8c722ad1bbfe7d1cec99,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_54.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_55.jpg,8c35547e1d4b3ee09346e25feb8d78603f136942869dc75550dd860a54df6ccd,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_55.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_56.jpg,01a95edbaa95da6c0ef6f9b1d00638ac8c056095a7de648299889b065c58451f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_56.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_57.jpg,81f8a62931095aec596e00b64c67939b1e74575d4e98217266d8a7d0de9d73ec,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_57.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_58.jpg,1c8459a995abf382ead14a8b721cdc6040eb8a7f7d380d4b874213ea94e04d0c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_58.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_59.jpg,6a308ab06a23549ee4c7f7ff46d5e93e8839af6ea0c5d8b6682773f5a3ae34de,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_59.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_6.jpg,a02c4601c62e2d1f4e2992513d67099471d195be386fda5a1ea8d6e6fe502099,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_6.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_60.jpg,96c6df1b04d86f91b53360a8dc9016bcb6ed99c95724bc83d96129398b86d80e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_60.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_61.jpg,ac67ac14338079038fd5ab3f8d58ba99a83b02f37ea9d71bfd0fe241daae2191,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_61.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_62.jpg,2702134f9afe00e25818d980847f884fe7f6ef1a623f762d733dd47681325875,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_62.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_63.jpg,147dc31366410790c619333a5ed8dfcf1494fe82ced33e5d70eefb2790c1016d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_63.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_7.jpg,546b279d6fa115c50b2333cac18e6630d19b94bf0beb37025d6bfdb7a5c3b7f4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_7.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_8.jpg,805e589ad5a988824932df48c2bf5cbf1ed10c108cc71a5992f19ba188a2257c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_8.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_9.jpg,5a6536e783756404fc9bb10d20933cb6b1a62d3b8b3cdb783f78155905c8743f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Sheath Blight/sbf_9.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_0.jpg,2921c1332eb2df9efad8a14d2ea0d98c58ab176c23e5c9dd1392e0156069ce84,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_0.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_1.jpg,6eab080c42c94a3c301e0d190894421c2414c8580f6ded21c0b18c10dd35adec,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_1.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_10.jpg,8efba9da4100c8517037ae4fde72eb658a4caa179a8e79dfa6f2cbd986baa8c8,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_10.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_11.jpg,6ff93838ee8ee5ea09efa922cb0da7715f52eabc4b686d25f34fb59efd2c3b44,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_11.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_12.jpg,3633dcec6075bbed9701e66635ca9d7f2004759cd4cd274af61c317d65d14530,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_12.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_13.jpg,8f64e08875a346d93569cc167b871498176cf308ac71b06eb4a5b07b045997a1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_13.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_14.jpg,5a2fbdf6ee795cd36233786f3043bfc40944248f9e50efb38be0937f9cd966db,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_14.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_15.jpg,eb1b95e61fe82daf53fd0f47a0fb15737178ce7804365ade5475d0c7e6da9d75,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_15.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
